,year,doy,hr,kp,ssn,dst,f10_7
2020-09-08 22:00:00,2020,252,21,0,0,-2,70.9
2020-09-08 23:00:00,2020,252,22,0,0,-2,70.9
2020-09-09 00:00:00,2020,252,23,0,0,-2,70.9
2020-09-09 01:00:00,2020,253,0,7,0,-3,70.7
2020-09-09 02:00:00,2020,253,1,7,0,-4,70.7
2020-09-09 03:00:00,2020,253,2,7,0,-4,70.7
2020-09-09 04:00:00,2020,253,3,0,0,-5,70.7
2020-09-09 05:00:00,2020,253,4,0,0,-5,70.7
2020-09-09 06:00:00,2020,253,5,0,0,-6,70.7
2020-09-09 07:00:00,2020,253,6,0,0,-2,70.7
2020-09-09 08:00:00,2020,253,7,0,0,0,70.7
2020-09-09 09:00:00,2020,253,8,0,0,0,70.7
2020-09-09 10:00:00,2020,253,9,0,0,1,70.7
2020-09-09 11:00:00,2020,253,10,0,0,2,70.7
2020-09-09 12:00:00,2020,253,11,0,0,1,70.7
2020-09-09 13:00:00,2020,253,12,0,0,1,70.7
2020-09-09 14:00:00,2020,253,13,0,0,0,70.7
2020-09-09 15:00:00,2020,253,14,0,0,-1,70.7
2020-09-09 16:00:00,2020,253,15,3,0,-2,70.7
2020-09-09 17:00:00,2020,253,16,3,0,-1,70.7
2020-09-09 18:00:00,2020,253,17,3,0,0,70.7
2020-09-09 19:00:00,2020,253,18,0,0,0,70.7
2020-09-09 20:00:00,2020,253,19,0,0,1,70.7
2020-09-09 21:00:00,2020,253,20,0,0,0,70.7
2020-09-09 22:00:00,2020,253,21,0,0,-1,70.7
2020-09-09 23:00:00,2020,253,22,0,0,1,70.7
2020-09-10 00:00:00,2020,253,23,0,0,1,70.7
2020-09-10 01:00:00,2020,254,0,0,0,0,70.2
2020-09-10 02:00:00,2020,254,1,0,0,0,70.2
2020-09-10 03:00:00,2020,254,2,0,0,0,70.2
2020-09-10 04:00:00,2020,254,3,0,0,-1,70.2
2020-09-10 05:00:00,2020,254,4,0,0,-1,70.2
2020-09-10 06:00:00,2020,254,5,0,0,-2,70.2
2020-09-10 07:00:00,2020,254,6,0,0,-3,70.2
2020-09-10 08:00:00,2020,254,7,0,0,-1,70.2
2020-09-10 09:00:00,2020,254,8,0,0,1,70.2
2020-09-10 10:00:00,2020,254,9,3,0,3,70.2
2020-09-10 11:00:00,2020,254,10,3,0,-1,70.2
2020-09-10 12:00:00,2020,254,11,3,0,1,70.2
2020-09-10 13:00:00,2020,254,12,3,0,2,70.2
2020-09-10 14:00:00,2020,254,13,3,0,4,70.2
2020-09-10 15:00:00,2020,254,14,3,0,3,70.2
2020-09-10 16:00:00,2020,254,15,3,0,2,70.2
2020-09-10 17:00:00,2020,254,16,3,0,2,70.2
2020-09-10 18:00:00,2020,254,17,3,0,4,70.2
2020-09-10 19:00:00,2020,254,18,10,0,3,70.2
2020-09-10 20:00:00,2020,254,19,10,0,1,70.2
2020-09-10 21:00:00,2020,254,20,10,0,1,70.2
2020-09-10 22:00:00,2020,254,21,3,0,4,70.2
2020-09-10 23:00:00,2020,254,22,3,0,4,70.2
2020-09-11 00:00:00,2020,254,23,3,0,2,70.2
2020-09-11 01:00:00,2020,255,0,0,0,2,69.6
2020-09-11 02:00:00,2020,255,1,0,0,4,69.6
2020-09-11 03:00:00,2020,255,2,0,0,3,69.6
2020-09-11 04:00:00,2020,255,3,0,0,4,69.6
2020-09-11 05:00:00,2020,255,4,0,0,2,69.6
2020-09-11 06:00:00,2020,255,5,0,0,2,69.6
2020-09-11 07:00:00,2020,255,6,3,0,2,69.6
2020-09-11 08:00:00,2020,255,7,3,0,2,69.6
2020-09-11 09:00:00,2020,255,8,3,0,-1,69.6
2020-09-11 10:00:00,2020,255,9,3,0,-2,69.6
2020-09-11 11:00:00,2020,255,10,3,0,-1,69.6
2020-09-11 12:00:00,2020,255,11,3,0,-2,69.6
2020-09-11 13:00:00,2020,255,12,0,0,-2,69.6
2020-09-11 14:00:00,2020,255,13,0,0,-1,69.6
2020-09-11 15:00:00,2020,255,14,0,0,-1,69.6
2020-09-11 16:00:00,2020,255,15,7,0,-1,69.6
2020-09-11 17:00:00,2020,255,16,7,0,0,69.6
2020-09-11 18:00:00,2020,255,17,7,0,-2,69.6
2020-09-11 19:00:00,2020,255,18,10,0,0,69.6
2020-09-11 20:00:00,2020,255,19,10,0,-1,69.6
2020-09-11 21:00:00,2020,255,20,10,0,-2,69.6
2020-09-11 22:00:00,2020,255,21,10,0,-6,69.6
2020-09-11 23:00:00,2020,255,22,10,0,-10,69.6
2020-09-12 00:00:00,2020,255,23,10,0,-11,69.6
2020-09-12 01:00:00,2020,256,0,13,0,-10,70.2
2020-09-12 02:00:00,2020,256,1,13,0,-8,70.2
2020-09-12 03:00:00,2020,256,2,13,0,-7,70.2
2020-09-12 04:00:00,2020,256,3,13,0,-5,70.2
2020-09-12 05:00:00,2020,256,4,13,0,-5,70.2
2020-09-12 06:00:00,2020,256,5,13,0,-8,70.2
2020-09-12 07:00:00,2020,256,6,20,0,-8,70.2
2020-09-12 08:00:00,2020,256,7,20,0,-7,70.2
2020-09-12 09:00:00,2020,256,8,20,0,-8,70.2
2020-09-12 10:00:00,2020,256,9,13,0,-8,70.2
2020-09-12 11:00:00,2020,256,10,13,0,-2,70.2
2020-09-12 12:00:00,2020,256,11,13,0,1,70.2
2020-09-12 13:00:00,2020,256,12,3,0,1,70.2
2020-09-12 14:00:00,2020,256,13,3,0,1,70.2
2020-09-12 15:00:00,2020,256,14,3,0,-2,70.2
2020-09-12 16:00:00,2020,256,15,7,0,-5,70.2
2020-09-12 17:00:00,2020,256,16,7,0,-4,70.2
2020-09-12 18:00:00,2020,256,17,7,0,-2,70.2
2020-09-12 19:00:00,2020,256,18,13,0,0,70.2
2020-09-12 20:00:00,2020,256,19,13,0,-1,70.2
2020-09-12 21:00:00,2020,256,20,13,0,-3,70.2
2020-09-12 22:00:00,2020,256,21,10,0,-5,70.2
2020-09-12 23:00:00,2020,256,22,10,0,-8,70.2
2020-09-13 00:00:00,2020,256,23,10,0,-9,70.2
2020-09-13 01:00:00,2020,257,0,10,0,-7,70.6
2020-09-13 02:00:00,2020,257,1,10,0,-8,70.6
2020-09-13 03:00:00,2020,257,2,10,0,-11,70.6
2020-09-13 04:00:00,2020,257,3,13,0,-11,70.6
2020-09-13 05:00:00,2020,257,4,13,0,-6,70.6
2020-09-13 06:00:00,2020,257,5,13,0,-5,70.6
2020-09-13 07:00:00,2020,257,6,13,0,-6,70.6
2020-09-13 08:00:00,2020,257,7,13,0,-9,70.6
2020-09-13 09:00:00,2020,257,8,13,0,-8,70.6
2020-09-13 10:00:00,2020,257,9,3,0,-6,70.6
2020-09-13 11:00:00,2020,257,10,3,0,-3,70.6
2020-09-13 12:00:00,2020,257,11,3,0,-2,70.6
2020-09-13 13:00:00,2020,257,12,13,0,0,70.6
2020-09-13 14:00:00,2020,257,13,13,0,2,70.6
2020-09-13 15:00:00,2020,257,14,13,0,0,70.6
2020-09-13 16:00:00,2020,257,15,17,0,1,70.6
2020-09-13 17:00:00,2020,257,16,17,0,1,70.6
2020-09-13 18:00:00,2020,257,17,17,0,9,70.6
2020-09-13 19:00:00,2020,257,18,13,0,8,70.6
2020-09-13 20:00:00,2020,257,19,13,0,8,70.6
2020-09-13 21:00:00,2020,257,20,13,0,12,70.6
2020-09-13 22:00:00,2020,257,21,30,0,8,70.6
2020-09-13 23:00:00,2020,257,22,30,0,8,70.6
2020-09-14 00:00:00,2020,257,23,30,0,9,70.6
2020-09-14 01:00:00,2020,258,0,33,2,4,69.7
2020-09-14 02:00:00,2020,258,1,33,2,-10,69.7
2020-09-14 03:00:00,2020,258,2,33,2,-19,69.7
2020-09-14 04:00:00,2020,258,3,33,2,-24,69.7
2020-09-14 05:00:00,2020,258,4,33,2,-35,69.7
2020-09-14 06:00:00,2020,258,5,33,2,-34,69.7
2020-09-14 07:00:00,2020,258,6,23,2,-29,69.7
2020-09-14 08:00:00,2020,258,7,23,2,-26,69.7
2020-09-14 09:00:00,2020,258,8,23,2,-29,69.7
2020-09-14 10:00:00,2020,258,9,27,2,-15,69.7
2020-09-14 11:00:00,2020,258,10,27,2,-10,69.7
2020-09-14 12:00:00,2020,258,11,27,2,-6,69.7
2020-09-14 13:00:00,2020,258,12,30,2,-12,69.7
2020-09-14 14:00:00,2020,258,13,30,2,-13,69.7
2020-09-14 15:00:00,2020,258,14,30,2,-10,69.7
2020-09-14 16:00:00,2020,258,15,10,2,-9,69.7
2020-09-14 17:00:00,2020,258,16,10,2,-8,69.7
2020-09-14 18:00:00,2020,258,17,10,2,-6,69.7
2020-09-14 19:00:00,2020,258,18,7,2,-7,69.7
2020-09-14 20:00:00,2020,258,19,7,2,-8,69.7
2020-09-14 21:00:00,2020,258,20,7,2,-10,69.7
2020-09-14 22:00:00,2020,258,21,20,2,-12,69.7
2020-09-14 23:00:00,2020,258,22,20,2,-14,69.7
2020-09-15 00:00:00,2020,258,23,20,2,-17,69.7
2020-09-15 01:00:00,2020,259,0,23,0,-17,69.6
2020-09-15 02:00:00,2020,259,1,23,0,-18,69.6
2020-09-15 03:00:00,2020,259,2,23,0,-16,69.6
2020-09-15 04:00:00,2020,259,3,20,0,-17,69.6
2020-09-15 05:00:00,2020,259,4,20,0,-20,69.6
2020-09-15 06:00:00,2020,259,5,20,0,-18,69.6
2020-09-15 07:00:00,2020,259,6,13,0,-19,69.6
2020-09-15 08:00:00,2020,259,7,13,0,-16,69.6
2020-09-15 09:00:00,2020,259,8,13,0,-20,69.6
2020-09-15 10:00:00,2020,259,9,13,0,-23,69.6
2020-09-15 11:00:00,2020,259,10,13,0,-26,69.6
2020-09-15 12:00:00,2020,259,11,13,0,-23,69.6
2020-09-15 13:00:00,2020,259,12,3,0,-16,69.6
2020-09-15 14:00:00,2020,259,13,3,0,-13,69.6
2020-09-15 15:00:00,2020,259,14,3,0,-14,69.6
2020-09-15 16:00:00,2020,259,15,7,0,-15,69.6
2020-09-15 17:00:00,2020,259,16,7,0,-15,69.6
2020-09-15 18:00:00,2020,259,17,7,0,-13,69.6
2020-09-15 19:00:00,2020,259,18,13,0,-11,69.6
2020-09-15 20:00:00,2020,259,19,13,0,-9,69.6
2020-09-15 21:00:00,2020,259,20,13,0,-9,69.6
2020-09-15 22:00:00,2020,259,21,13,0,-12,69.6
2020-09-15 23:00:00,2020,259,22,13,0,-15,69.6
2020-09-16 00:00:00,2020,259,23,13,0,-17,69.6
2020-09-16 01:00:00,2020,260,0,0,0,-15,70.2
2020-09-16 02:00:00,2020,260,1,0,0,-12,70.2
2020-09-16 03:00:00,2020,260,2,0,0,-12,70.2
2020-09-16 04:00:00,2020,260,3,3,0,-13,70.2
2020-09-16 05:00:00,2020,260,4,3,0,-11,70.2
2020-09-16 06:00:00,2020,260,5,3,0,-9,70.2
2020-09-16 07:00:00,2020,260,6,10,0,-6,70.2
2020-09-16 08:00:00,2020,260,7,10,0,-7,70.2
2020-09-16 09:00:00,2020,260,8,10,0,-6,70.2
2020-09-16 10:00:00,2020,260,9,10,0,-4,70.2
2020-09-16 11:00:00,2020,260,10,10,0,0,70.2
2020-09-16 12:00:00,2020,260,11,10,0,3,70.2
2020-09-16 13:00:00,2020,260,12,0,0,4,70.2
2020-09-16 14:00:00,2020,260,13,0,0,2,70.2
2020-09-16 15:00:00,2020,260,14,0,0,0,70.2
2020-09-16 16:00:00,2020,260,15,10,0,-2,70.2
2020-09-16 17:00:00,2020,260,16,10,0,-4,70.2
2020-09-16 18:00:00,2020,260,17,10,0,-4,70.2
2020-09-16 19:00:00,2020,260,18,10,0,-4,70.2
2020-09-16 20:00:00,2020,260,19,10,0,-4,70.2
2020-09-16 21:00:00,2020,260,20,10,0,-6,70.2
2020-09-16 22:00:00,2020,260,21,3,0,-13,70.2
2020-09-16 23:00:00,2020,260,22,3,0,-17,70.2
2020-09-17 00:00:00,2020,260,23,3,0,-15,70.2
